incident_number,opened_at,category,cmdb_ci,state,problem_id
INC2019246,2025-01-07 13:33:08,Network,Local Area Network,Closed Complete,
INC2019490,2025-01-08 03:15:43,Software,GK POS,Closed Complete,
INC2019491,2025-01-08 03:15:45,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2019492,2025-01-08 03:19:21,Software,GK POS,Closed Complete,
INC2019493,2025-01-08 03:19:22,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2019498,2025-01-08 03:43:27,Software,Hybris 1.2,Closed Complete,
INC2019500,2025-01-08 03:47:01,Software,Vision Missing Orders,Closed Complete,PRB0015676
INC2019503,2025-01-08 03:58:03,Software,Vision Manual Corrections,Closed Complete,
INC2019511,2025-01-08 04:15:46,Software,SAP OMS,Closed Complete,PRB0015524
INC2019782,2025-01-08 09:41:57,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2020033,2025-01-08 14:13:14,Software,GK Launchpad,Closed Complete,
INC2020104,2025-01-08 16:48:33,Information Security,Informational,Closed Complete,
INC2020108,2025-01-08 16:56:18,Software,GK POS,Closed Complete,
INC2020127,2025-01-08 17:32:20,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2020169,2025-01-09 02:42:22,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2020170,2025-01-09 02:44:29,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2020171,2025-01-09 02:46:03,Software,Vision Manual Corrections,Closed Complete,PRB0015587
INC2020179,2025-01-09 02:48:08,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2020174,2025-01-09 02:49:41,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2020182,2025-01-09 03:05:29,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC2020276,2025-01-09 06:26:54,Network,SAP OMS,Closed Complete,PRB0015466
INC2020279,2025-01-09 06:29:17,Software,SAP Hybris,Closed Complete,
INC2020331,2025-01-09 07:22:51,Software,Skybot,Closed Complete,
INC2020387,2025-01-09 08:13:04,Software,SAP CAR,Closed Complete,
INC2020394,2025-01-09 08:17:49,Software,,Closed Complete,
INC2020397,2025-01-09 08:18:26,Software,Store Point of Sale (POS),Closed Complete,PRB0015561
INC2020410,2025-01-09 08:24:44,Software,Product Browse (Hybris),Closed Complete,
INC2020427,2025-01-09 08:39:03,Hardware,Laptop,Closed Complete,
INC2020540,2025-01-09 10:19:50,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2020541,2025-01-09 10:19:52,Software,GK POS,Closed Complete,
INC2020598,2025-01-09 11:11:34,Software,GK POS,Closed Complete,
INC2020670,2025-01-09 11:59:49,Software,Skybot,Closed Complete,
INC2020836,2025-01-09 14:38:57,Software,Skybot,Closed Complete,
INC2020858,2025-01-09 15:23:55,Software,Mulesoft API,Closed Complete,
INC2020877,2025-01-09 15:43:16,Software,Skybot,Closed Complete,
INC2020976,2025-01-09 22:12:25,Software,Skybot,Closed Complete,
INC2021051,2025-01-10 02:36:58,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2021052,2025-01-10 02:37:00,Software,GK POS,Closed Complete,
INC2021053,2025-01-10 02:37:02,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2021054,2025-01-10 02:37:05,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2021055,2025-01-10 02:37:07,Software,GK POS,Closed Complete,PRB0015543
INC2021059,2025-01-10 02:44:17,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2021062,2025-01-10 02:46:43,Software,Vision Payments,Closed Complete,PRB0015475
INC2021063,2025-01-10 02:51:42,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2021064,2025-01-10 02:56:30,Software,Vision Manual Corrections,Closed Complete,PRB0015634
INC2021065,2025-01-10 03:01:34,Software,SAP ECC PRD RTP,Closed Complete,PRB0015547
INC2021066,2025-01-10 03:08:25,Software,Hybris 1.2,Closed Complete,PRB0015619
INC2021128,2025-01-10 06:46:49,Software,GK POS,Closed Complete,PRB0015571
INC2021130,2025-01-10 06:48:52,Network,SAP OMS,Closed Complete,PRB0015466
INC2021133,2025-01-10 06:50:11,Software,SAP Hybris,Closed Complete,
INC2021256,2025-01-10 08:38:26,Hardware,Zebra GK420t Label,Closed Complete,PRB0015501
INC2021317,2025-01-10 09:35:22,Network,SAP CAR,Closed Complete,
INC2021421,2025-01-10 10:37:33,Software,GK Launchpad,Closed Complete,
INC2021462,2025-01-10 11:18:28,Software,GK Launchpad,Closed Complete,
INC2021460,2025-01-10 11:39:28,Software,GK POS,Closed Complete,PRB0015565
INC2021452,2025-01-10 11:54:23,Software,Hybris 1.2,Closed Complete,
INC2021596,2025-01-10 14:41:16,Software,ServiceNow,Closed Complete,
INC2021678,2025-01-10 16:30:08,Software,Request for Information,Closed Complete,
INC2021700,2025-01-10 17:14:17,Software,GK POS,Closed Complete,
INC2021757,2025-01-11 03:44:58,Software,GK POS,Closed Complete,
INC2021758,2025-01-11 03:45:00,Software,GK POS,Closed Complete,
INC2021759,2025-01-11 03:45:02,Software,GK POS,Closed Complete,
INC2021760,2025-01-11 03:45:04,Software,GK POS,Closed Complete,
INC2021849,2025-01-11 08:19:33,Software,GK POS,Closed Complete,
INC2021874,2025-01-11 08:49:40,Software,GK POS,Closed Complete,PRB0015501
INC2021906,2025-01-11 09:37:59,Software,GK POS,Closed Complete,
INC2021991,2025-01-11 12:27:49,Software,GK POS,Closed Complete,
INC2022009,2025-01-11 13:20:48,Software,GK POS,Closed Complete,
INC2022020,2025-01-11 13:31:26,Hardware,POS: Payments,Closed Complete,
INC2022025,2025-01-11 14:11:06,Software,GK POS,Closed Complete,
INC2022101,2025-01-11 21:17:16,Software,GK POS,Closed Complete,
INC2022120,2025-01-12 01:57:51,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2022121,2025-01-12 01:57:54,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2022122,2025-01-12 01:57:56,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2022165,2025-01-12 09:06:42,Hardware,TXL_05ZEB1,Closed Complete,
INC2022194,2025-01-12 10:33:57,Software,GK POS,Closed Complete,
INC2022209,2025-01-12 12:31:26,Software,Zebra ZD420 Thermal Printer,Closed Complete,
INC2022216,2025-01-12 12:59:12,Software,GK POS,Closed Complete,
INC2022217,2025-01-12 13:03:01,Software,Vision Payments,Closed Complete,PRB0015475
INC2022251,2025-01-12 20:03:35,Software,GK POS,Closed Complete,
INC2022323,2025-01-13 02:57:02,Software,SAP CAR,Closed Complete,
INC2022362,2025-01-13 03:53:00,Software,Vision Update After Final,Closed Complete,
INC2022369,2025-01-13 04:00:29,Software,Store Point of Sale (POS),Closed Complete,
INC2022365,2025-01-13 04:01:25,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2022367,2025-01-13 04:02:38,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2022374,2025-01-13 04:13:45,Software,Vision Update After Final,Closed Complete,PRB0015472
INC2022375,2025-01-13 04:13:53,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2022409,2025-01-13 05:35:46,Software,Workday,Closed Complete,
INC2022408,2025-01-13 05:39:40,Software,Store Point of Sale,Closed Complete,
INC2022438,2025-01-13 06:11:11,Software,GK POS,Closed Complete,
INC2022441,2025-01-13 06:24:32,Software,SAP Hybris,Closed Complete,
INC2022487,2025-01-13 06:49:08,Software,Vision Update After Final,Closed Complete,
INC2022572,2025-01-13 07:38:30,Software,Store Point of Sale (POS),Closed Complete,
INC2022714,2025-01-13 08:19:27,Software,,Closed Complete,
INC2022614,2025-01-13 08:19:28,Software,Miscellaneous,Closed Complete,
INC2022722,2025-01-13 09:10:46,Software,GK POS,Closed Complete,PRB0015501
INC2022824,2025-01-13 10:10:40,Software,GK POS,Closed Complete,
INC2022859,2025-01-13 10:18:53,Software,Avalara,Closed Complete,
INC2022856,2025-01-13 10:42:25,Software,GK POS,Closed Complete,
INC2022858,2025-01-13 10:44:41,Software,GK POS,Closed Complete,PRB0015501
INC2022867,2025-01-13 10:53:55,Hardware,Thermal Transfer Printer ZD421,Closed Complete,
INC2022885,2025-01-13 11:04:20,Software,Salesforce: Appointments ,Closed Complete,
INC2022938,2025-01-13 11:31:37,Software,GK POS,Closed Complete,
INC2022965,2025-01-13 12:00:07,Software,SAP OMS,Closed Complete,
INC2023071,2025-01-13 13:14:40,Software,GK POS,Closed Complete,
INC2023142,2025-01-13 13:40:01,Software,GK Launchpad,Closed Complete,PRB0015501
INC2023224,2025-01-13 14:35:01,Software,GK Launchpad,Closed Complete,PRB0015501
INC2023184,2025-01-13 15:09:05,Software,GK POS,Closed Complete,
INC2023196,2025-01-13 15:19:26,Software,vision,Closed Complete,
INC2023231,2025-01-13 16:08:52,Software,GK POS,Closed Complete,
INC2023272,2025-01-13 17:04:17,Software,GK Launchpad,Closed Complete,
INC2023273,2025-01-13 17:04:54,Software,GK POS,Closed Complete,PRB0015523
INC2023275,2025-01-13 17:07:58,Software,Informatica C360,Closed Complete,
INC2023304,2025-01-13 17:53:47,Software,Vision End of Day,Closed Complete,PRB0015476
INC2023305,2025-01-13 17:54:58,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023309,2025-01-13 18:00:04,Software,SAP OMS,Closed Complete,
INC2023312,2025-01-13 18:07:36,Software,GK POS,Closed Complete,
INC2023428,2025-01-14 04:01:31,Software,Vision Manual Corrections,Closed Complete,PRB0015575
INC2023422,2025-01-14 04:02:01,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023423,2025-01-14 04:02:05,Software,GK POS,Closed Complete,
INC2023424,2025-01-14 04:02:07,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023425,2025-01-14 04:02:10,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023426,2025-01-14 04:02:13,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023427,2025-01-14 04:02:16,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023431,2025-01-14 04:04:54,Software,Vision Manual Corrections,Closed Complete,PRB0015545
INC2023430,2025-01-14 04:05:54,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2023432,2025-01-14 04:09:25,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2023433,2025-01-14 04:10:08,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2023434,2025-01-14 04:12:58,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC2023436,2025-01-14 04:16:52,Software,POS: Payments,Closed Complete,PRB0015546
INC2023438,2025-01-14 04:20:07,Software,SAP Hybris,Closed Complete,PRB0015470
INC2023439,2025-01-14 04:23:07,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC2023441,2025-01-14 04:23:43,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023440,2025-01-14 04:31:07,Software,Vision Manual Corrections,Closed Complete,PRB0015695
INC2023443,2025-01-14 04:34:19,Software,GK POS,Closed Complete,
INC2023444,2025-01-14 04:36:31,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023445,2025-01-14 04:38:04,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023446,2025-01-14 04:39:43,Software,Vision Update After Final,Closed Complete,
INC2023447,2025-01-14 04:42:15,Software,Vision Update After Final,Closed Complete,
INC2023448,2025-01-14 04:44:07,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023449,2025-01-14 04:48:37,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2023450,2025-01-14 04:50:34,Software,GK POS,Closed Complete,
INC2023512,2025-01-14 06:26:40,Network,SAP OMS,Closed Complete,PRB0015466
INC2023568,2025-01-14 07:16:49,Software,Store Point of Sale (POS),Closed Complete,
INC2023578,2025-01-14 07:21:06,Software,SAP OMS,Closed Complete,PRB0015527
INC2023585,2025-01-14 07:26:53,Software,Azure Virtual Desktop,Closed Complete,
INC2023596,2025-01-14 07:35:27,Software,Duplicate Incident,Closed Complete,
INC2023607,2025-01-14 07:43:19,Software,Store Point of Sale (POS),Closed Complete,
INC2023604,2025-01-14 07:44:32,Software,S.H.O.P. (SHOP),Closed Complete,
INC2023690,2025-01-14 08:40:25,Software,Microsoft Windows 11,Closed Complete,
INC2023756,2025-01-14 09:18:46,Software,GK POS,Closed Complete,PRB0015561
INC2023776,2025-01-14 09:32:09,Software,Vision Payments,Closed Complete,PRB0015475
INC2023803,2025-01-14 09:45:28,Software,Vision Service Now Order Updates,Closed Complete,PRB0015715
INC2023851,2025-01-14 10:15:21,Software,GK POS,Closed Complete,
INC2023881,2025-01-14 10:48:26,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC2023890,2025-01-14 10:54:22,Software,GK POS,Closed Complete,PRB0015501
INC2023908,2025-01-14 11:03:42,Hardware,Vision Payments,Closed Complete,
INC2023967,2025-01-14 12:00:04,Software,,Closed Complete,
INC2024044,2025-01-14 13:16:19,Software,GK POS,Closed Complete,PRB0015501
INC2024081,2025-01-14 14:07:24,Software,GK POS,Closed Complete,PRB0015501
INC2024107,2025-01-14 14:34:32,Software,Thermal Transfer Printer ZD421,Closed Complete,
INC2024114,2025-01-14 14:46:31,Software,Work Order Management (WOM),Closed Complete,
INC2024119,2025-01-14 14:56:38,Software,SAP Desktop MIM,Closed Complete,
INC2024124,2025-01-14 15:10:31,Software,GK POS,Closed Complete,
INC2024132,2025-01-14 15:14:27,Software,GK POS,Closed Complete,
INC2024133,2025-01-14 15:15:21,Software,GK POS,Closed Complete,PRB0015501
INC2024154,2025-01-14 15:41:18,Hardware,Zebra ZD420 Invoice Printer ,Closed Complete,
INC2024169,2025-01-14 15:57:58,Software,%SQL_PRODUCT_SHORT_NAME% Data Tools - BI,Closed Complete,
INC2024203,2025-01-14 16:47:56,Software,Zebra GK420T Label Printer,Closed Complete,
INC2024225,2025-01-14 17:04:56,Software,GK POS,Closed Complete,
INC2024228,2025-01-14 17:13:25,Software,GK POS,Closed Complete,
INC2024253,2025-01-14 17:58:37,Software,GK POS,Closed Complete,
INC2024250,2025-01-14 18:00:05,Software,SAP OMS,Closed Complete,
INC2024330,2025-01-15 02:30:25,Software,Vision Payments,Closed Complete,PRB0015475
INC2024316,2025-01-15 02:32:58,Software,GK POS,Closed Complete,
INC2024317,2025-01-15 02:33:00,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024318,2025-01-15 02:33:02,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024319,2025-01-15 02:33:04,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024320,2025-01-15 02:33:06,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024321,2025-01-15 02:33:08,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024322,2025-01-15 02:33:10,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024323,2025-01-15 02:33:12,Software,GK POS,Closed Complete,
INC2024324,2025-01-15 02:33:14,Software,Vision Payments,Closed Complete,PRB0015475
INC2024325,2025-01-15 02:33:16,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024326,2025-01-15 02:33:18,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024327,2025-01-15 02:33:20,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024332,2025-01-15 02:40:13,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2024333,2025-01-15 02:44:16,Software,GK POS,Closed Complete,
INC2024334,2025-01-15 02:46:34,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2024335,2025-01-15 02:48:13,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC2024336,2025-01-15 02:54:43,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2024337,2025-01-15 02:54:45,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2024339,2025-01-15 02:59:13,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2024338,2025-01-15 03:00:18,Software,Vision Manual Corrections,Closed Complete,PRB0015575
INC2024340,2025-01-15 03:05:10,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC2024341,2025-01-15 03:05:22,Software,POS: Payments,Closed Complete,PRB0015591
INC2024343,2025-01-15 03:12:09,Software,Store Point of Sale (POS),Closed Complete,
INC2024404,2025-01-15 06:18:00,Software,GK POS,Closed Complete,
INC2024427,2025-01-15 06:54:50,Software,POS: Payments,Closed Complete,
INC2024429,2025-01-15 06:58:32,Software,SAP OMS,Closed Complete,
INC2024452,2025-01-15 07:16:31,Software,vision,Closed Complete,PRB0015522
INC2024517,2025-01-15 07:37:02,Software,Store Point of Sale (POS),Closed Complete,
INC2024538,2025-01-15 08:11:31,Software,GK POS,Closed Complete,PRB0015501
INC2024543,2025-01-15 08:19:52,Software,GK POS,Closed Complete,
INC2024559,2025-01-15 08:53:11,Software,GK POS,Closed Complete,PRB0015501
INC2024563,2025-01-15 08:54:16,Software,Store Point of Sale (POS),Closed Complete,
INC2024608,2025-01-15 09:14:46,Software,GK POS,Closed Complete,
INC2024600,2025-01-15 09:27:20,Software,Vision Payments,Closed Complete,PRB0015475
INC2024667,2025-01-15 10:22:56,Software,"M440, 8"" DISPLAY, 2GB RAM / 16GB",Closed Complete,
INC2024699,2025-01-15 10:25:32,Software,GK POS,Closed Complete,
INC2024688,2025-01-15 10:53:00,Software,Vision Payments,Closed Complete,PRB0015475
INC2024728,2025-01-15 11:07:05,Software,GK POS,Closed Complete,PRB0015577
INC2024723,2025-01-15 11:10:22,Software,Vision End of Day,Closed Complete,
INC2024751,2025-01-15 11:31:10,Software,POS: Payments,Closed Complete,
INC2024778,2025-01-15 12:26:43,Software,GK POS,Closed Complete,PRB0015577
INC2024791,2025-01-15 12:45:31,Software,"M440, 8"" DISPLAY, 2GB RAM / 16GB",Closed Complete,
INC2024853,2025-01-15 13:58:26,Software,GK POS,Closed Complete,
INC2024864,2025-01-15 14:28:52,Software,"M440, 8"" DISPLAY, 2GB RAM / 16GB",Closed Complete,
INC2024904,2025-01-15 15:16:41,Software,SAP OMS,Closed Complete,
INC2024916,2025-01-15 15:22:45,Software,Vision End of Day,Closed Complete,
INC2024978,2025-01-15 17:08:34,Software,GK POS,Closed Complete,
INC2024985,2025-01-15 17:19:43,Software,Vision Reporting/Analytics,Closed Complete,PRB0015474
INC2024996,2025-01-15 17:41:13,Software,GK POS,Closed Complete,PRB0015522
INC2025081,2025-01-16 03:15:29,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC2025086,2025-01-16 03:18:44,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2025071,2025-01-16 03:19:57,Software,GK POS,Closed Complete,PRB0015543
INC2025072,2025-01-16 03:19:59,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2025073,2025-01-16 03:20:00,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2025074,2025-01-16 03:20:01,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2025075,2025-01-16 03:20:03,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2025076,2025-01-16 03:20:05,Software,GK POS,Closed Complete,PRB0015543
INC2025077,2025-01-16 03:20:06,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC2025078,2025-01-16 03:20:08,Software,GK POS,Closed Complete,PRB0015543
